team,task,timestamp,rank,video_rank,categories,types,sortType
Siret4,KIS Textual 6,1594892238979,-1,22,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 6,1594892301349,24,21,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 6,1594892532327,31,31,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 6,1594892540987,8,8,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 6,1594892549818,1,0,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 6,1594892602033,-1,8,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 6,1594897481520,-1,-1,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 6,1594897490074,-1,-1,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 8,1594897481520,-1,7702,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 8,1594897490074,-1,8700,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 8,1594897506936,2,2,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594897870633,26,26,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594897885216,26,26,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594897889031,109,109,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594897896976,540,443,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594897915312,219,219,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594897961234,52,48,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 8,1594898028285,210,210,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594898035745,166,166,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594898043399,210,210,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594898054227,-1,56,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594898094447,-1,14,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 8,1594898150550,101,5,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594898177398,24,14,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 8,1594898213942,1436,696,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594898228777,-1,368,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594898287364,210,210,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 8,1594898368181,584,527,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 9,1594898368181,-1,2357,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 9,1594898385347,3115,896,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 9,1594898389385,659,659,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 9,1594898393691,797,797,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 9,1594898414132,1856,1856,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 9,1594898428724,2109,2109,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 9,1594898437225,1795,1795,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 9,1594898441453,1150,1150,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 9,1594898458330,1026,1026,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 9,1594898464329,1007,1007,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 9,1594898519659,44,44,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 9,1594898529594,4,4,image,globalFeatures,globalFeatures
Siret4,KIS Textual 9,1594898733532,463,77,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 9,1594898743323,50,32,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 9,1594898778881,-1,26,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 9,1594898806996,-1,285,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 9,1594898837205,94,94,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 9,1594898903034,47,47,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 9,1594898971840,1222,1222,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 9,1594899025467,203,33,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 9,1594899111987,4,4,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 9,1594899174123,-1,0,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 11,1594899249070,144,144,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 11,1594899259590,-1,7,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 11,1594899273253,-1,221,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 11,1594899287377,-1,7,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 11,1594899578342,0,0,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 11,1594899649850,114,114,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 12,1594900039750,-1,252,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 12,1594900064213,-1,564,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 12,1594900091073,-1,780,image,globalFeatures,globalFeatures
Siret4,KIS Visual 12,1594900122466,-1,87,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 12,1594900174141,-1,4492,image,globalFeatures,globalFeatures
Siret4,KIS Visual 12,1594900203885,-1,279,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 12,1594900210873,-1,450,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 12,1594900252710,-1,577,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 12,1594900291193,-1,283,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 12,1594900357587,42,42,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 12,1594900416052,43,43,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 12,1594900437509,35,35,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 12,1594900473687,30,18,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 12,1594900578066,25,25,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 12,1594900604496,-1,17,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 12,1594900639546,39,4,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 12,1594900691875,-1,2,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 12,1594900755286,35,15,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 12,1594900809542,-1,0,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 12,1594900815188,-1,24,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 13,1594900877645,-1,0,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 13,1594901147695,-1,348,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 13,1594901156821,-1,359,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 13,1594901162909,2,2,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 13,1594901223965,-1,359,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 13,1594901233149,441,411,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 13,1594901242269,342,342,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 13,1594901257281,14,14,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 13,1594901380865,-1,10,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 13,1594901564457,-1,3127,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 13,1594901582342,-1,296,image,globalFeatures,globalFeatures
Siret4,KIS Textual 13,1594901593252,-1,-1,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 15,1594901634406,-1,40,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 15,1594901788240,40,40,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 15,1594901793472,7,7,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 15,1594901807466,-1,40,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 15,1594901820014,-1,40,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 15,1594901864948,38,38,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 15,1594901873821,17,17,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 15,1594901993532,1948,757,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 15,1594902005350,59,59,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 15,1594902034857,8,8,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 15,1594902101374,20,20,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 15,1594902145924,317,317,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 15,1594902207732,1046,1046,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 15,1594902235234,1418,1069,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 15,1594902252446,327,327,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 15,1594902265940,65,54,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 15,1594902447235,327,327,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 15,1594902467678,1178,242,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 17,1594902467678,-1,2416,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 17,1594902495509,-1,0,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 17,1594902838419,-1,445,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 17,1594902850521,2225,2225,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 17,1594902857057,-1,2773,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 17,1594902863237,-1,-1,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 17,1594902888402,-1,-1,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 17,1594902919288,-1,4664,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 17,1594902959892,-1,5948,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 17,1594902967349,-1,3133,image,globalFeatures,globalFeatures
Siret4,KIS Textual 17,1594902973892,-1,2713,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 17,1594902984120,-1,3133,image,globalFeatures,globalFeatures
Siret4,KIS Textual 17,1594903017685,-1,3114,image,globalFeatures,globalFeatures
Siret4,KIS Textual 17,1594903046347,-1,8310,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 17,1594903084387,532,532,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 17,1594903157912,30,30,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 17,1594903238954,3775,1430,image,globalFeatures,globalFeatures
Siret4,KIS Textual 17,1594903260902,30,30,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 17,1594903271021,30,30,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 17,1594903296690,532,532,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 18,1594903342932,326,151,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 18,1594903356315,205,205,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 18,1594903378121,99,99,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 18,1594903408143,53,53,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 18,1594903418538,22,22,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 18,1594903488222,0,0,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 18,1594903496472,0,0,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 18,1594903506118,0,0,image,globalFeatures,globalFeatures
Siret4,KIS Textual 18,1594903690094,160,160,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 18,1594903726389,91,91,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 18,1594903814711,34,4,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 18,1594903857579,55,31,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 18,1594903868945,72,34,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 18,1594903905781,9,1,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 18,1594903922289,27,3,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 18,1594903986873,-1,5,image,globalFeatures,globalFeatures
Siret4,KIS Textual 18,1594904010519,-1,5,image,globalFeatures,globalFeatures
Siret4,KIS Textual 18,1594904019162,-1,5,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 18,1594904064511,23,1,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 19,1594904211456,-1,1108,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 19,1594904220332,-1,73,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 19,1594904255956,-1,2,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 19,1594904276062,1880,1880,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 19,1594904284872,2306,2306,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 19,1594904297821,3947,1270,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 19,1594904311327,-1,73,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 19,1594904320632,-1,883,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 19,1594904344813,-1,73,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 19,1594904348356,278,278,image,globalFeatures,globalFeatures
Siret4,KIS Visual 19,1594904363036,131,122,image,globalFeatures,globalFeatures
Siret4,KIS Textual 19,1594904585179,1348,1348,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 19,1594904598203,-1,4861,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 19,1594904642507,785,185,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 19,1594904675891,3827,3827,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 19,1594904680338,1348,1348,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 19,1594904696468,2525,2525,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 19,1594904703408,2019,2019,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 19,1594904744190,229,229,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 19,1594904766871,3939,2572,image,globalFeatures,globalFeatures
Siret4,KIS Textual 19,1594904856416,3939,2572,image,globalFeatures,globalFeatures
Siret4,KIS Textual 19,1594904891028,3939,2572,image,globalFeatures,globalFeatures
Siret4,KIS Textual 19,1594904893758,398,398,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 19,1594904928495,1985,985,image,globalFeatures,globalFeatures
Siret4,KIS Textual 19,1594905165116,116,57,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 19,1594905184111,415,79,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 19,1594905217095,-1,9,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 19,1594905252378,346,94,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 19,1594905273709,21,21,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 20,1594905426637,8,8,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 20,1594905430863,0,0,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 20,1594905778941,373,373,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 20,1594905815529,14,14,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 20,1594905830638,737,448,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 20,1594905892359,117,117,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 20,1594906016877,414,414,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 20,1594906028275,-1,992,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 20,1594906065017,-1,1808,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 21,1594906294521,-1,386,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 21,1594906299734,-1,491,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 21,1594906309220,-1,214,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 21,1594906318968,715,30,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 21,1594906376712,-1,64,image,globalFeatures,globalFeatures
Siret4,KIS Visual 21,1594906391916,-1,9,image,globalFeatures,globalFeatures
Siret4,KIS Visual 21,1594906401594,-1,49,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 21,1594906422461,465,410,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 21,1594906426749,417,417,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 21,1594906441901,1622,907,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 21,1594906458163,182,78,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 21,1594906492666,-1,202,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 21,1594906514695,-1,88,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 21,1594906534904,4,4,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 21,1594906618132,-1,80,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 21,1594906639858,34,34,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 21,1594906651195,32,32,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 22,1594907138993,-1,148,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 22,1594907180436,2,2,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 22,1594907213638,-1,206,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 22,1594907267582,-1,148,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 22,1594907276758,18,18,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 22,1594907297973,135,131,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 22,1594907348769,123,123,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 22,1594907362100,3,3,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 22,1594907375977,56,56,image,globalFeatures,globalFeatures
Siret4,KIS Textual 22,1594907462693,-1,67,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 22,1594907502782,-1,87,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 22,1594907571796,-1,242,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 22,1594907592876,-1,95,image,globalFeatures,globalFeatures
Siret4,KIS Textual 22,1594907635518,-1,38,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 22,1594907681957,465,153,image,globalFeatures,globalFeatures
Siret4,KIS Textual 22,1594907706142,602,366,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 22,1594907720575,19,17,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 22,1594907756052,-1,2,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594907968068,-1,1834,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594907992807,-1,561,image,globalFeatures,globalFeatures
Siret4,KIS Visual 23,1594908002831,-1,635,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908008235,-1,798,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 23,1594908022470,-1,105,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908054279,-1,330,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908058203,-1,344,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908066135,-1,1094,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908072090,-1,1834,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908088368,1154,932,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908100173,4916,4252,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908125935,1934,1934,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908138070,2850,2444,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908217911,1154,932,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908225247,2028,2028,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 23,1594908240012,2483,2483,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 23,1594908253228,123,123,image,globalFeatures,globalFeatures
Siret4,KIS Textual 23,1594908301896,-1,197,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 23,1594908318717,-1,216,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 23,1594908356318,-1,131,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 23,1594908480429,63,61,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 23,1594908667749,34,34,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 23,1594908685751,14,14,image,globalFeatures,globalFeatures
Siret4,KIS Visual 24,1594908827420,-1,25,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 24,1594908860038,-1,18,text,jointEmbedding,jointEmbedding
Siret4,KIS Visual 24,1594908865802,-1,68,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 24,1594908867829,1,1,image,globalFeatures,globalFeatures
Siret4,KIS Visual 24,1594909102830,1,1,image,globalFeatures,globalFeatures
Siret4,KIS Visual 24,1594909117172,419,419,image,globalFeatures,globalFeatures
Siret4,KIS Textual 24,1594909152037,-1,38,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 24,1594909160167,-1,0,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 24,1594909189877,-1,0,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Visual 25,1594909671106,0,0,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 25,1594910010446,1031,812,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 25,1594910021387,-1,320,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 25,1594910042575,1031,812,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 25,1594910067873,-1,435,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret4,KIS Textual 25,1594910131124,-1,915,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 25,1594910152546,-1,1781,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 25,1594910157726,-1,171,image,globalFeatures,globalFeatures
Siret4,KIS Textual 25,1594910204775,-1,171,image,globalFeatures,globalFeatures
Siret4,KIS Textual 25,1594910236777,-1,171,image,globalFeatures,globalFeatures
Siret4,KIS Textual 25,1594910274922,-1,578,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 25,1594910380738,-1,7,text,jointEmbedding,jointEmbedding
Siret4,KIS Textual 25,1594910451576,-1,915,text,jointEmbedding,jointEmbedding
Siret5,KIS Visual 1,1594886258360,-1,1396,text,jointEmbedding,jointEmbedding
Siret5,KIS Visual 1,1594886271317,-1,152,image,globalFeatures,globalFeatures
Siret5,KIS Visual 1,1594886277912,-1,90,image,globalFeatures,globalFeatures
Siret5,KIS Visual 1,1594886309609,-1,468,text,jointEmbedding,jointEmbedding
Siret5,KIS Visual 1,1594886317092,-1,354,image,globalFeatures,globalFeatures
Siret5,KIS Visual 1,1594886337716,-1,354,image,globalFeatures,globalFeatures
Siret5,KIS Visual 1,1594886354185,1595,1595,image,globalFeatures,globalFeatures
Siret5,KIS Visual 1,1594886379787,-1,439,text,jointEmbedding,jointEmbedding
Siret5,KIS Visual 1,1594886416452,-1,323,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret5,KIS Visual 1,1594886465262,1447,1447,image,globalFeatures,globalFeatures
Siret5,KIS Visual 1,1594886482474,864,558,image,globalFeatures,globalFeatures
Siret5,KIS Visual 1,1594886487383,353,106,image,globalFeatures,globalFeatures
Siret5,KIS Visual 1,1594886545292,0,0,image,globalFeatures,globalFeatures
Siret5,KIS Textual 1,1594886585420,-1,226,text,jointEmbedding,jointEmbedding
Siret5,KIS Textual 1,1594886638938,838,87,image,globalFeatures,globalFeatures
Siret5,KIS Textual 1,1594886739333,838,87,image,globalFeatures,globalFeatures
Siret5,KIS Textual 1,1594886793583,-1,63,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret5,KIS Textual 1,1594886831518,-1,56,text,jointEmbedding,jointEmbedding
Siret5,KIS Textual 1,1594886865511,-1,81,text,jointEmbedding,jointEmbedding
Siret5,KIS Textual 1,1594886937052,180,180,image,globalFeatures,globalFeatures
Siret5,KIS Textual 1,1594887052488,180,180,image,globalFeatures,globalFeatures
Siret5,KIS Visual 2,1594887104622,1822,681,text,jointEmbedding,jointEmbedding
Siret5,KIS Visual 2,1594887117603,360,76,text,jointEmbedding,jointEmbedding
Siret5,KIS Visual 2,1594887173547,510,326,text-image,jointEmbedding-feedbackModel,jointEmbedding-feedbackModel
Siret5,KIS Visual 2,1594887200397,23,23,text,jointEmbedding,jointEmbedding
Siret5,KIS Visual 2,1594887208892,795,795,image,globalFeatures,globalFeatures
Siret5,KIS Visual 2,1594887221213,214,214,image,globalFeatures,globalFeatures
Siret5,KIS Visual 2,1594887224757,1523,1523,image,globalFeatures,globalFeatures
Siret5,KIS Visual 2,1594887227253,223,223,image,globalFeatures,globalFeatures
Siret5,KIS Visual 2,1594887246533,2,2,image,globalFeatures,globalFeatures
Siret5,KIS Textual 2,1594887456068,-1,11,text,jointEmbedding,jointEmbedding
Siret5,KIS Textual 2,1594887459215,-1,5,text,jointEmbedding,jointEmbedding
Siret5,KIS Textual 2,1594887463546,-1,1,text,jointEmbedding,jointEmbedding
Siret5,KIS Textual 2,1594887483960,1,1,text,jointEmbedding,jointEmbedding
Siret5,KIS Textual 2,1594887486240,0,0,image,globalFeatures,globalFeatures
Siret5,KIS Textual 2,1594887544256,1,1,image,globalFeatures,globalFeatures
Siret5,KIS Textual 2,1594887883243,1,1,image,globalFeatures,globalFeatures
Siret5,KIS Textual 2,1594887897507,1,1,text,jointEmbedding,jointEmbedding
Siret5,KIS Textual 2,1594887931256,-1,1297,text,jointEmbedding,jointEmbedding
Siret5,KIS Textual 2,1594887935694,-1,716,image,globalFeatures,globalFeatures
Siret5,KIS Textual 2,1594887939523,-1,1259,image,globalFeatures,globalFeatures
Siret5,KIS Textual 2,1594887941525,-1,546,image,globalFeatures,globalFeatures
Siret5,KIS Textual 2,1594887943540,-1,1213,image,globalFeatures,globalFeatures
